Detailed Story ID,Epic,Capability,Feature Group,Story Type,Source Control Row,Original Release,Proposed Wave,Priority,Baseline Evidence Status,Reconciled Evidence Status,Reconciliation Confidence,Reconciliation Basis,User Story,Acceptance Criteria Summary,Remaining Scope Context,Legal/Domain Revalidation,Dependency Epics
PLN-E07-015,E07,Balances & Retro,Publish reliable Balances & Retro domain events,Event Contract,E07-02,R2,P8,Must,PARTIALLY EVIDENCED,PARTIALLY IMPLEMENTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Integration Product Owner, I need to publish reliable Balances & Retro domain events, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Events are emitted only after committed state, include tenant/object/version/correlation identity, are schema-versioned and safe for at-least-once delivery. Source-derived checks: Every event must include: / Affected historical period / Current/off-cycle payment","The full original API/event contract is not evidenced. Current APIs/events cover only the implemented subset. General payroll balances, append-only balance movements, chronological retroactive difference calculation, arrears, carry-forwards and retro settlement across payroll periods are not implemented.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E06,E08,E09"
PLN-E07-016,E07,Balances & Retro,Enforce least-privilege authorization and segregation for Balances & Retro,Security / SoD,E07-03,R2,P8,Must,PARTIALLY EVIDENCED,PARTIALLY IMPLEMENTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Security Administrator, I need to enforce least-privilege authorization and segregation for Balances & Retro, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Roles, population scope, field scope and maker-checker conflicts are defined; privileged actions require elevated approval and are denied across tenants. Source-derived checks: The user who created an off-cycle input cannot provide final approval. / The user who approved a recovery should not confirm its full collection alone. / Payment reissue approvers should not modify payroll results.","Security/audit controls are evidenced only for the implemented subset; the complete epic's roles, maker-checker and audit requirements remain open. General payroll balances, append-only balance movements, chronological retroactive difference calculation, arrears, carry-forwards and retro settlement across payroll periods are not implemented.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E06,E08,E09"
PLN-E07-017,E07,Balances & Retro,Capture complete audit and lineage evidence for Balances & Retro,Audit / Lineage,E07-03,R2,P8,Must,PARTIALLY EVIDENCED,PARTIALLY IMPLEMENTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Internal Auditor, I need to capture complete audit and lineage evidence for Balances & Retro, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Material reads, writes, approvals, state changes, exports and integration attempts retain actor, timestamp, before/after, source, correlation and result evidence. Source-derived checks: Affected historical period / Current/off-cycle payment / Statutory and accounting correction","Security/audit controls are evidenced only for the implemented subset; the complete epic's roles, maker-checker and audit requirements remain open. General payroll balances, append-only balance movements, chronological retroactive difference calculation, arrears, carry-forwards and retro settlement across payroll periods are not implemented.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E06,E08,E09"
PLN-E07-018,E07,Balances & Retro,Build source-linked functional and edge-case tests for Balances & Retro,Automated Functional Tests,E07-04,R2,P8,Must,PARTIALLY EVIDENCED,PARTIALLY IMPLEMENTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Quality Engineer, I need to build source-linked functional and edge-case tests for Balances & Retro, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Automated tests trace to detailed stories, cover positive, negative, lifecycle and boundary conditions, and prove immutable-history and reconciliation rules. Source-derived checks: Iteration 4 must support at least: / Employee receives only a reimbursement. / Employee receives only a bonus.","Automated tests exist only for the implemented subset; the complete original epic cannot be considered tested until its missing functionality exists. General payroll balances, append-only balance movements, chronological retroactive difference calculation, arrears, carry-forwards and retro settlement across payroll periods are not implemented.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E06,E08,E09"
PLN-E07-019,E07,Balances & Retro,"Build tenant-isolation, concurrency and integration tests for Balances & Retro",Automated Integration / Security Tests,E07-04,R2,P8,Must,PARTIALLY EVIDENCED,PARTIALLY IMPLEMENTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Quality and Security Engineer, I need to build tenant-isolation, concurrency and integration tests for Balances & Retro, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Tests exercise real persistence and authorization, cross-tenant denial, duplicate/retry handling, concurrent transitions, money/date precision and audit/outbox evidence. Source-derived checks: Reversal total must reference and offset an original result. / Component result currency must be compatible with its parent result. / Every component result must reference an approved component version.","Automated tests exist only for the implemented subset; the complete original epic cannot be considered tested until its missing functionality exists. General payroll balances, append-only balance movements, chronological retroactive difference calculation, arrears, carry-forwards and retro settlement across payroll periods are not implemented.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E06,E08,E09"
PLN-E08-022,E08,Payroll Operations,Define and version the Payroll Operations API contract,API Contract,E08-02,R2,P6,Must,PARTIALLY EVIDENCED,PARTIALLY IMPLEMENTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a API Product Owner, I need to define and version the Payroll Operations API contract, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Endpoints use explicit versioning, tenant context, authorization, validation, idempotency where applicable, stable error codes and correlation identifiers. Source-derived checks: Idempotency keys for all writes / Correlation and causation IDs / Exact resource-version references","The full original API/event contract is not evidenced. Current APIs/events cover only the implemented subset. Input-source catalogue, delivery windows, cut-offs, source-owner certification, trial payroll replacement, full approval/lock/release workflow, checklists, resumable partitions and operational reconciliations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E01,E02,E05,E06"
PLN-E08-023,E08,Payroll Operations,Publish reliable Payroll Operations domain events,Event Contract,E08-02,R2,P6,Must,PARTIALLY EVIDENCED,PARTIALLY IMPLEMENTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Integration Product Owner, I need to publish reliable Payroll Operations domain events, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Events are emitted only after committed state, include tenant/object/version/correlation identity, are schema-versioned and safe for at-least-once delivery. Source-derived checks: payroll-input-window.opened / payroll-input-batch.received / payroll-input-batch.validated","The full original API/event contract is not evidenced. Current APIs/events cover only the implemented subset. Input-source catalogue, delivery windows, cut-offs, source-owner certification, trial payroll replacement, full approval/lock/release workflow, checklists, resumable partitions and operational reconciliations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E01,E02,E05,E06"
PLN-E08-024,E08,Payroll Operations,Enforce least-privilege authorization and segregation for Payroll Operations,Security / SoD,E08-03,R2,P6,Must,PARTIALLY EVIDENCED,PARTIALLY IMPLEMENTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Security Administrator, I need to enforce least-privilege authorization and segregation for Payroll Operations, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Roles, population scope, field scope and maker-checker conflicts are defined; privileged actions require elevated approval and are denied across tenants. Source-derived checks: Source owners cannot approve final payroll. / Payroll operators cannot approve their own high-risk manual inputs. / Formula administrators cannot approve operational payroll solely because they maintain formulas.","Security/audit controls are evidenced only for the implemented subset; the complete epic's roles, maker-checker and audit requirements remain open. Input-source catalogue, delivery windows, cut-offs, source-owner certification, trial payroll replacement, full approval/lock/release workflow, checklists, resumable partitions and operational reconciliations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E01,E02,E05,E06"
PLN-E08-025,E08,Payroll Operations,Capture complete audit and lineage evidence for Payroll Operations,Audit / Lineage,E08-03,R2,P6,Must,PARTIALLY EVIDENCED,PARTIALLY IMPLEMENTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Internal Auditor, I need to capture complete audit and lineage evidence for Payroll Operations, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Material reads, writes, approvals, state changes, exports and integration attempts retain actor, timestamp, before/after, source, correlation and result evidence. Source-derived checks: At cycle completion, the system should create an evidence pack containing:","Security/audit controls are evidenced only for the implemented subset; the complete epic's roles, maker-checker and audit requirements remain open. Input-source catalogue, delivery windows, cut-offs, source-owner certification, trial payroll replacement, full approval/lock/release workflow, checklists, resumable partitions and operational reconciliations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E01,E02,E05,E06"
PLN-E08-026,E08,Payroll Operations,Build source-linked functional and edge-case tests for Payroll Operations,Automated Functional Tests,E08-04,R2,P6,Must,PARTIALLY EVIDENCED,PARTIALLY IMPLEMENTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Quality Engineer, I need to build source-linked functional and edge-case tests for Payroll Operations, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Automated tests trace to detailed stories, cover positive, negative, lifecycle and boundary conditions, and prove immutable-history and reconciliation rules. Source-derived checks: Iteration 5 must support at least: / Employee cannot be resolved. / Employee is held only for payment.","Automated tests exist only for the implemented subset; the complete original epic cannot be considered tested until its missing functionality exists. Input-source catalogue, delivery windows, cut-offs, source-owner certification, trial payroll replacement, full approval/lock/release workflow, checklists, resumable partitions and operational reconciliations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E01,E02,E05,E06"
PLN-E08-027,E08,Payroll Operations,"Build tenant-isolation, concurrency and integration tests for Payroll Operations",Automated Integration / Security Tests,E08-04,R2,P6,Must,PARTIALLY EVIDENCED,PARTIALLY IMPLEMENTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Quality and Security Engineer, I need to build tenant-isolation, concurrency and integration tests for Payroll Operations, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Tests exercise real persistence and authorization, cross-tenant denial, duplicate/retry handling, concurrent transitions, money/date precision and audit/outbox evidence. Source-derived checks: Append-only status and approval history / JSONB only for immutable source payloads and optional integration metadata / Separate object storage for source files and evidence","Automated tests exist only for the implemented subset; the complete original epic cannot be considered tested until its missing functionality exists. Input-source catalogue, delivery windows, cut-offs, source-owner certification, trial payroll replacement, full approval/lock/release workflow, checklists, resumable partitions and operational reconciliations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E01,E02,E05,E06"
PLN-E09-026,E09,India Statutory Rules,Define and version the India Statutory Rules API contract,API Contract,E09-02,R2,P7,Must,LEGAL/DOMAIN REVALIDATION,LEGAL/DOMAIN REVALIDATION,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a API Product Owner, I need to define and version the India Statutory Rules API contract, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Endpoints use explicit versioning, tenant context, authorization, validation, idempotency where applicable, stable error codes and correlation identifiers. Source-derived checks: POST /api/v1/statutory-rule-pack-versions/{id}/validate / POST /api/v1/legal-sources / GET /api/v1/legal-sources/{id}","The full original API/event contract is not evidenced. Current APIs/events cover only the implemented subset. PF, EPS, EDLI, ESI, PT, LWF, NPS, gratuity, bonus, salary TDS, minimum wage, overtime, deduction limits, legal forms, filing and settlement are explicitly not implemented.",MANDATORY LEGAL/DOMAIN REVALIDATION BEFORE IMPLEMENTATION,"E01,E03,E05,E06,E08"
PLN-E09-027,E09,India Statutory Rules,Publish reliable India Statutory Rules domain events,Event Contract,E09-02,R2,P7,Must,LEGAL/DOMAIN REVALIDATION,LEGAL/DOMAIN REVALIDATION,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Integration Product Owner, I need to publish reliable India Statutory Rules domain events, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Events are emitted only after committed state, include tenant/object/version/correlation identity, are schema-versioned and safe for at-least-once delivery. Source-derived checks: End-to-end statutory lineage: / Act / Rule / Notification / Return or contribution file","The full original API/event contract is not evidenced. Current APIs/events cover only the implemented subset. PF, EPS, EDLI, ESI, PT, LWF, NPS, gratuity, bonus, salary TDS, minimum wage, overtime, deduction limits, legal forms, filing and settlement are explicitly not implemented.",MANDATORY LEGAL/DOMAIN REVALIDATION BEFORE IMPLEMENTATION,"E01,E03,E05,E06,E08"
PLN-E09-028,E09,India Statutory Rules,Enforce least-privilege authorization and segregation for India Statutory Rules,Security / SoD,E09-03,R2,P7,Must,LEGAL/DOMAIN REVALIDATION,LEGAL/DOMAIN REVALIDATION,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Security Administrator, I need to enforce least-privilege authorization and segregation for India Statutory Rules, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Roles, population scope, field scope and maker-checker conflicts are defined; privileged actions require elevated approval and are denied across tenants. Source-derived checks: Health or disability attributes used only for authorised statutory purposes. / Production simulations should use masked population data.","Security/audit controls are evidenced only for the implemented subset; the complete epic's roles, maker-checker and audit requirements remain open. PF, EPS, EDLI, ESI, PT, LWF, NPS, gratuity, bonus, salary TDS, minimum wage, overtime, deduction limits, legal forms, filing and settlement are explicitly not implemented.",MANDATORY LEGAL/DOMAIN REVALIDATION BEFORE IMPLEMENTATION,"E01,E03,E05,E06,E08"
PLN-E09-029,E09,India Statutory Rules,Capture complete audit and lineage evidence for India Statutory Rules,Audit / Lineage,E09-03,R2,P7,Must,LEGAL/DOMAIN REVALIDATION,LEGAL/DOMAIN REVALIDATION,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Internal Auditor, I need to capture complete audit and lineage evidence for India Statutory Rules, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Material reads, writes, approvals, state changes, exports and integration attempts retain actor, timestamp, before/after, source, correlation and result evidence. Source-derived checks: End-to-end statutory lineage: / Act / Rule / Notification / Return or contribution file","Security/audit controls are evidenced only for the implemented subset; the complete epic's roles, maker-checker and audit requirements remain open. PF, EPS, EDLI, ESI, PT, LWF, NPS, gratuity, bonus, salary TDS, minimum wage, overtime, deduction limits, legal forms, filing and settlement are explicitly not implemented.",MANDATORY LEGAL/DOMAIN REVALIDATION BEFORE IMPLEMENTATION,"E01,E03,E05,E06,E08"
PLN-E09-030,E09,India Statutory Rules,Build source-linked functional and edge-case tests for India Statutory Rules,Automated Functional Tests,E09-04,R2,P7,Must,LEGAL/DOMAIN REVALIDATION,LEGAL/DOMAIN REVALIDATION,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Quality Engineer, I need to build source-linked functional and edge-case tests for India Statutory Rules, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Automated tests trace to detailed stories, cover positive, negative, lifecycle and boundary conditions, and prove immutable-history and reconciliation rules. Source-derived checks: Iteration 6 must support at least: / PF result requires separate rounding. / LWF contribution occurs only in selected months.","Automated tests exist only for the implemented subset; the complete original epic cannot be considered tested until its missing functionality exists. PF, EPS, EDLI, ESI, PT, LWF, NPS, gratuity, bonus, salary TDS, minimum wage, overtime, deduction limits, legal forms, filing and settlement are explicitly not implemented.",MANDATORY LEGAL/DOMAIN REVALIDATION BEFORE IMPLEMENTATION,"E01,E03,E05,E06,E08"
PLN-E09-031,E09,India Statutory Rules,"Build tenant-isolation, concurrency and integration tests for India Statutory Rules",Automated Integration / Security Tests,E09-04,R2,P7,Must,LEGAL/DOMAIN REVALIDATION,LEGAL/DOMAIN REVALIDATION,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Quality and Security Engineer, I need to build tenant-isolation, concurrency and integration tests for India Statutory Rules, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Tests exercise real persistence and authorization, cross-tenant denial, duplicate/retry handling, concurrent transitions, money/date precision and audit/outbox evidence. Source-derived checks: Link every rule to an approved legal source. / Prevent overlapping approved rules. / Validate wage payment deadlines.","Automated tests exist only for the implemented subset; the complete original epic cannot be considered tested until its missing functionality exists. PF, EPS, EDLI, ESI, PT, LWF, NPS, gratuity, bonus, salary TDS, minimum wage, overtime, deduction limits, legal forms, filing and settlement are explicitly not implemented.",MANDATORY LEGAL/DOMAIN REVALIDATION BEFORE IMPLEMENTATION,"E01,E03,E05,E06,E08"
PLN-E10-027,E10,Off-cycle & Final Settlement,Define and version the Off-cycle & Final Settlement API contract,API Contract,E10-02,R3,P8,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a API Product Owner, I need to define and version the Off-cycle & Final Settlement API contract, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Endpoints use explicit versioning, tenant context, authorization, validation, idempotency where applicable, stable error codes and correlation identifiers. Source-derived checks: POST /api/v1/payroll-correction-cases / GET /api/v1/payroll-correction-cases/{id} / POST /api/v1/payroll-correction-cases/{id}/assess-impact","The full original API/event contract is not evidenced. Current APIs/events cover only the implemented subset. Retro corrections, off-cycle runs, reversals, recoveries, advances, negative-net handling, final settlement, legal deadlines and settlement documents.",LEGAL/DOMAIN REVIEW REQUIRED,"E06,E07,E08,E09"
PLN-E10-028,E10,Off-cycle & Final Settlement,Publish reliable Off-cycle & Final Settlement domain events,Event Contract,E10-02,R3,P8,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Integration Product Owner, I need to publish reliable Off-cycle & Final Settlement domain events, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Events are emitted only after committed state, include tenant/object/version/correlation identity, are schema-versioned and safe for at-least-once delivery. Source-derived checks: Affected historical period / Current/off-cycle payment / Statutory and accounting correction","The full original API/event contract is not evidenced. Current APIs/events cover only the implemented subset. Retro corrections, off-cycle runs, reversals, recoveries, advances, negative-net handling, final settlement, legal deadlines and settlement documents.",LEGAL/DOMAIN REVIEW REQUIRED,"E06,E07,E08,E09"
PLN-E10-029,E10,Off-cycle & Final Settlement,Enforce least-privilege authorization and segregation for Off-cycle & Final Settlement,Security / SoD,E10-03,R3,P8,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Security Administrator, I need to enforce least-privilege authorization and segregation for Off-cycle & Final Settlement, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Roles, population scope, field scope and maker-checker conflicts are defined; privileged actions require elevated approval and are denied across tenants. Source-derived checks: The user who created an off-cycle input cannot provide final approval. / The user who approved a recovery should not confirm its full collection alone. / Payment reissue approvers should not modify payroll results.","Security/audit controls are evidenced only for the implemented subset; the complete epic's roles, maker-checker and audit requirements remain open. Retro corrections, off-cycle runs, reversals, recoveries, advances, negative-net handling, final settlement, legal deadlines and settlement documents.",LEGAL/DOMAIN REVIEW REQUIRED,"E06,E07,E08,E09"
PLN-E10-030,E10,Off-cycle & Final Settlement,Capture complete audit and lineage evidence for Off-cycle & Final Settlement,Audit / Lineage,E10-03,R3,P8,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Internal Auditor, I need to capture complete audit and lineage evidence for Off-cycle & Final Settlement, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Material reads, writes, approvals, state changes, exports and integration attempts retain actor, timestamp, before/after, source, correlation and result evidence. Source-derived checks: Affected historical period / Current/off-cycle payment / Statutory and accounting correction","Security/audit controls are evidenced only for the implemented subset; the complete epic's roles, maker-checker and audit requirements remain open. Retro corrections, off-cycle runs, reversals, recoveries, advances, negative-net handling, final settlement, legal deadlines and settlement documents.",LEGAL/DOMAIN REVIEW REQUIRED,"E06,E07,E08,E09"
PLN-E10-031,E10,Off-cycle & Final Settlement,Build source-linked functional and edge-case tests for Off-cycle & Final Settlement,Automated Functional Tests,E10-04,R3,P8,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Quality Engineer, I need to build source-linked functional and edge-case tests for Off-cycle & Final Settlement, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Automated tests trace to detailed stories, cover positive, negative, lifecycle and boundary conditions, and prove immutable-history and reconciliation rules. Source-derived checks: Iteration 7 must support at least: / Retro produces only employer contributions. / Emergency payment must be reconciled in regular payroll.","Automated tests exist only for the implemented subset; the complete original epic cannot be considered tested until its missing functionality exists. Retro corrections, off-cycle runs, reversals, recoveries, advances, negative-net handling, final settlement, legal deadlines and settlement documents.",LEGAL/DOMAIN REVIEW REQUIRED,"E06,E07,E08,E09"
PLN-E10-032,E10,Off-cycle & Final Settlement,"Build tenant-isolation, concurrency and integration tests for Off-cycle & Final Settlement",Automated Integration / Security Tests,E10-04,R3,P8,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Quality and Security Engineer, I need to build tenant-isolation, concurrency and integration tests for Off-cycle & Final Settlement, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Tests exercise real persistence and authorization, cross-tenant denial, duplicate/retry handling, concurrent transitions, money/date precision and audit/outbox evidence. Source-derived checks: Every recalculated result references the result it supersedes. / Every difference references both comparison results. / One source version cannot generate multiple active retro triggers.","Automated tests exist only for the implemented subset; the complete original epic cannot be considered tested until its missing functionality exists. Retro corrections, off-cycle runs, reversals, recoveries, advances, negative-net handling, final settlement, legal deadlines and settlement documents.",LEGAL/DOMAIN REVIEW REQUIRED,"E06,E07,E08,E09"
PLN-E11-022,E11,Payments,Define and version the Payments API contract,API Contract,E11-02,R3,P9,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a API Product Owner, I need to define and version the Payments API contract, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Endpoints use explicit versioning, tenant context, authorization, validation, idempotency where applicable, stable error codes and correlation identifiers. Source-derived checks: POST /api/v1/payment-instructions/{id}/validate / POST /api/v1/payment-batches/{id}/validate / Idempotency keys for every create/submit/reissue action","The full original API/event contract is not evidenced. Current APIs/events cover only the implemented subset. Payment entitlement/instructions, employer bank and treasury profiles, routing, batches, maker-checker, files/APIs, submission, acknowledgements, returns, retries and bank reconciliation.",BANK/PAYMENT-NETWORK FORMAT AND RULE REVALIDATION REQUIRED,"E08,E10"
PLN-E11-023,E11,Payments,Publish reliable Payments domain events,Event Contract,E11-02,R3,P9,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Integration Product Owner, I need to publish reliable Payments domain events, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Events are emitted only after committed state, include tenant/object/version/correlation identity, are schema-versioned and safe for at-least-once delivery. Source-derived checks: payment.entitlement-created / payment.instruction-created / payment.instruction-validated","The full original API/event contract is not evidenced. Current APIs/events cover only the implemented subset. Payment entitlement/instructions, employer bank and treasury profiles, routing, batches, maker-checker, files/APIs, submission, acknowledgements, returns, retries and bank reconciliation.",BANK/PAYMENT-NETWORK FORMAT AND RULE REVALIDATION REQUIRED,"E08,E10"
PLN-E11-024,E11,Payments,Enforce least-privilege authorization and segregation for Payments,Security / SoD,E11-03,R3,P9,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Security Administrator, I need to enforce least-privilege authorization and segregation for Payments, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Roles, population scope, field scope and maker-checker conflicts are defined; privileged actions require elevated approval and are denied across tenants. Source-derived checks: Funding confirmation must reference the exact payment control total. / Cash forecast should include regular, off-cycle, final-settlement and statutory payments separately.","Security/audit controls are evidenced only for the implemented subset; the complete epic's roles, maker-checker and audit requirements remain open. Payment entitlement/instructions, employer bank and treasury profiles, routing, batches, maker-checker, files/APIs, submission, acknowledgements, returns, retries and bank reconciliation.",BANK/PAYMENT-NETWORK FORMAT AND RULE REVALIDATION REQUIRED,"E08,E10"
PLN-E11-025,E11,Payments,Capture complete audit and lineage evidence for Payments,Audit / Lineage,E11-03,R3,P9,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Internal Auditor, I need to capture complete audit and lineage evidence for Payments, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Material reads, writes, approvals, state changes, exports and integration attempts retain actor, timestamp, before/after, source, correlation and result evidence. Source-derived checks: Approved payroll/payment source hash / Entitlement population and totals / Recipient bank-version references","Security/audit controls are evidenced only for the implemented subset; the complete epic's roles, maker-checker and audit requirements remain open. Payment entitlement/instructions, employer bank and treasury profiles, routing, batches, maker-checker, files/APIs, submission, acknowledgements, returns, retries and bank reconciliation.",BANK/PAYMENT-NETWORK FORMAT AND RULE REVALIDATION REQUIRED,"E08,E10"
PLN-E11-026,E11,Payments,Build source-linked functional and edge-case tests for Payments,Automated Functional Tests,E11-04,R3,P9,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Quality Engineer, I need to build source-linked functional and edge-case tests for Payments, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Automated tests trace to detailed stories, cover positive, negative, lifecycle and boundary conditions, and prove immutable-history and reconciliation rules. Source-derived checks: 47. Bank outage affects one legal entity only. / 49. Executive payroll requires a separate secure channel. / 56. 100,000 employee instructions must be processed.","Automated tests exist only for the implemented subset; the complete original epic cannot be considered tested until its missing functionality exists. Payment entitlement/instructions, employer bank and treasury profiles, routing, batches, maker-checker, files/APIs, submission, acknowledgements, returns, retries and bank reconciliation.",BANK/PAYMENT-NETWORK FORMAT AND RULE REVALIDATION REQUIRED,"E08,E10"
PLN-E11-027,E11,Payments,"Build tenant-isolation, concurrency and integration tests for Payments",Automated Integration / Security Tests,E11-04,R3,P9,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Quality and Security Engineer, I need to build tenant-isolation, concurrency and integration tests for Payments, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Tests exercise real persistence and authorization, cross-tenant denial, duplicate/retry handling, concurrent transitions, money/date precision and audit/outbox evidence. Source-derived checks: A payment instruction cannot exceed its unresolved entitlement amount. / A reissue must reference a rejected/returned/cancelled predecessor or approved investigation decision. / A batch control count and amount cannot change after approval.","Automated tests exist only for the implemented subset; the complete original epic cannot be considered tested until its missing functionality exists. Payment entitlement/instructions, employer bank and treasury profiles, routing, batches, maker-checker, files/APIs, submission, acknowledgements, returns, retries and bank reconciliation.",BANK/PAYMENT-NETWORK FORMAT AND RULE REVALIDATION REQUIRED,"E08,E10"
PLN-E12-023,E12,Accounting,Define and version the Accounting API contract,API Contract,E12-02,R3,P10,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a API Product Owner, I need to define and version the Accounting API contract, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Endpoints use explicit versioning, tenant context, authorization, validation, idempotency where applicable, stable error codes and correlation identifiers. Source-derived checks: POST /api/v1/payroll-accounting-configurations/{id}/validate / POST /api/v1/payroll-costing-runs/{id}/validate / Exact source and posting versions","The full original API/event contract is not evidenced. Current APIs/events cover only the implemented subset. Accounting events, costing, chart-of-account mapping, journals, accruals, reversals, ERP transfer, drill-back and reconciliation.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E06,E07,E10,E11"
PLN-E12-024,E12,Accounting,Publish reliable Accounting domain events,Event Contract,E12-02,R3,P10,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Integration Product Owner, I need to publish reliable Accounting domain events, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Events are emitted only after committed state, include tenant/object/version/correlation identity, are schema-versioned and safe for at-least-once delivery. Source-derived checks: payroll.accounting-event-created / payroll.costing-completed / payroll.journal-validation-failed","The full original API/event contract is not evidenced. Current APIs/events cover only the implemented subset. Accounting events, costing, chart-of-account mapping, journals, accruals, reversals, ERP transfer, drill-back and reconciliation.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E06,E07,E10,E11"
